text,font_size,is_bold,is_italic,relative_font_size,x_position_normalized,is_centered,space_below,text_length,is_all_caps,starts_with_numbering,line_height,span_count,label
............................................................................................................,9.960000038146973,0,0,1.0,0.362,0,0.0,108,0,0,235.34234619140625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,246.77642822265625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,258.3001708984375,1,Body
...................................................................................................,9.960000038146973,0,0,1.0,0.405,0,0.0,99,0,0,269.82391357421875,1,Body
......................................................................................................................,9.960000038146973,0,0,1.0,0.315,0,0.0,118,0,0,281.3476257324219,1,Body
.........................................,9.960000038146973,1,0,1.0,0.677,0,0.0,41,0,0,298.74774169921875,1,Body
.................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,113,0,0,316.38690185546875,1,Body
....................................................................................................................................,9.960000038146973,0,0,1.0,0.24,0,0.0,132,0,0,327.7911071777344,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.239,0,0.0,138,0,0,345.19122314453125,1,Body
.............................................................................................................................,9.960000038146973,0,0,1.0,0.273,0,0.0,125,0,0,362.83038330078125,1,Body
.......................................................................................................,9.960000038146973,0,0,1.0,0.377,0,0.0,103,0,0,374.3540954589844,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.248,0,0.0,138,0,0,153.739990234375,1,Body
........................................................................................................................................,9.960000038146973,1,0,1.0,0.257,0,0.0,136,0,0,171.14013671875,1,Body
............................................................................,9.960000038146973,1,0,1.0,0.528,1,0.0,76,0,0,188.6597900390625,1,Body
...............................................................,9.960000038146973,1,0,1.0,0.586,0,0.0,63,0,0,206.179443359375,1,Body
.....................................................................................................................,9.960000038146973,0,0,1.0,0.32,0,0.0,117,0,0,223.818603515625,1,Body
............................................................................................................,9.960000038146973,0,0,1.0,0.362,0,0.0,108,0,0,235.34234619140625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,246.77642822265625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,258.3001708984375,1,Body
...................................................................................................,9.960000038146973,0,0,1.0,0.405,0,0.0,99,0,0,269.82391357421875,1,Body
......................................................................................................................,9.960000038146973,0,0,1.0,0.315,0,0.0,118,0,0,281.3476257324219,1,Body
.........................................,9.960000038146973,1,0,1.0,0.677,0,0.0,41,0,0,298.74774169921875,1,Body
.................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,113,0,0,316.38690185546875,1,Body
....................................................................................................................................,9.960000038146973,0,0,1.0,0.24,0,0.0,132,0,0,327.7911071777344,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.239,0,0.0,138,0,0,345.19122314453125,1,Body
.............................................................................................................................,9.960000038146973,0,0,1.0,0.273,0,0.0,125,0,0,362.83038330078125,1,Body
.......................................................................................................,9.960000038146973,0,0,1.0,0.377,0,0.0,103,0,0,374.3540954589844,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.248,0,0.0,138,0,0,153.739990234375,1,Body
........................................................................................................................................,9.960000038146973,1,0,1.0,0.257,0,0.0,136,0,0,171.14013671875,1,Body
............................................................................,9.960000038146973,1,0,1.0,0.528,1,0.0,76,0,0,188.6597900390625,1,Body
...............................................................,9.960000038146973,1,0,1.0,0.586,0,0.0,63,0,0,206.179443359375,1,Body
.....................................................................................................................,9.960000038146973,0,0,1.0,0.32,0,0.0,117,0,0,223.818603515625,1,Body
............................................................................................................,9.960000038146973,0,0,1.0,0.362,0,0.0,108,0,0,235.34234619140625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,246.77642822265625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,258.3001708984375,1,Body
...................................................................................................,9.960000038146973,0,0,1.0,0.405,0,0.0,99,0,0,269.82391357421875,1,Body
......................................................................................................................,9.960000038146973,0,0,1.0,0.315,0,0.0,118,0,0,281.3476257324219,1,Body
.........................................,9.960000038146973,1,0,1.0,0.677,0,0.0,41,0,0,298.74774169921875,1,Body
.................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,113,0,0,316.38690185546875,1,Body
....................................................................................................................................,9.960000038146973,0,0,1.0,0.24,0,0.0,132,0,0,327.7911071777344,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.239,0,0.0,138,0,0,345.19122314453125,1,Body
.............................................................................................................................,9.960000038146973,0,0,1.0,0.273,0,0.0,125,0,0,362.83038330078125,1,Body
.......................................................................................................,9.960000038146973,0,0,1.0,0.377,0,0.0,103,0,0,374.3540954589844,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.248,0,0.0,138,0,0,153.739990234375,1,Body
........................................................................................................................................,9.960000038146973,1,0,1.0,0.257,0,0.0,136,0,0,171.14013671875,1,Body
............................................................................,9.960000038146973,1,0,1.0,0.528,1,0.0,76,0,0,188.6597900390625,1,Body
...............................................................,9.960000038146973,1,0,1.0,0.586,0,0.0,63,0,0,206.179443359375,1,Body
.....................................................................................................................,9.960000038146973,0,0,1.0,0.32,0,0.0,117,0,0,223.818603515625,1,Body
............................................................................................................,9.960000038146973,0,0,1.0,0.362,0,0.0,108,0,0,235.34234619140625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,246.77642822265625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,258.3001708984375,1,Body
...................................................................................................,9.960000038146973,0,0,1.0,0.405,0,0.0,99,0,0,269.82391357421875,1,Body
......................................................................................................................,9.960000038146973,0,0,1.0,0.315,0,0.0,118,0,0,281.3476257324219,1,Body
.........................................,9.960000038146973,1,0,1.0,0.677,0,0.0,41,0,0,298.74774169921875,1,Body
.................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,113,0,0,316.38690185546875,1,Body
....................................................................................................................................,9.960000038146973,0,0,1.0,0.24,0,0.0,132,0,0,327.7911071777344,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.239,0,0.0,138,0,0,345.19122314453125,1,Body
.............................................................................................................................,9.960000038146973,0,0,1.0,0.273,0,0.0,125,0,0,362.83038330078125,1,Body
.......................................................................................................,9.960000038146973,0,0,1.0,0.377,0,0.0,103,0,0,374.3540954589844,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.248,0,0.0,138,0,0,153.739990234375,1,Body
........................................................................................................................................,9.960000038146973,1,0,1.0,0.257,0,0.0,136,0,0,171.14013671875,1,Body
............................................................................,9.960000038146973,1,0,1.0,0.528,1,0.0,76,0,0,188.6597900390625,1,Body
...............................................................,9.960000038146973,1,0,1.0,0.586,0,0.0,63,0,0,206.179443359375,1,Body
.....................................................................................................................,9.960000038146973,0,0,1.0,0.32,0,0.0,117,0,0,223.818603515625,1,Body
............................................................................................................,9.960000038146973,0,0,1.0,0.362,0,0.0,108,0,0,235.34234619140625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,246.77642822265625,1,Body
...................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,115,0,0,258.3001708984375,1,Body
...................................................................................................,9.960000038146973,0,0,1.0,0.405,0,0.0,99,0,0,269.82391357421875,1,Body
......................................................................................................................,9.960000038146973,0,0,1.0,0.315,0,0.0,118,0,0,281.3476257324219,1,Body
.........................................,9.960000038146973,1,0,1.0,0.677,0,0.0,41,0,0,298.74774169921875,1,Body
.................................................................................................................,9.960000038146973,0,0,1.0,0.329,0,0.0,113,0,0,316.38690185546875,1,Body
....................................................................................................................................,9.960000038146973,0,0,1.0,0.24,0,0.0,132,0,0,327.7911071777344,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.239,0,0.0,138,0,0,345.19122314453125,1,Body
.............................................................................................................................,9.960000038146973,0,0,1.0,0.273,0,0.0,125,0,0,362.83038330078125,1,Body
.......................................................................................................,9.960000038146973,0,0,1.0,0.377,0,0.0,103,0,0,374.3540954589844,1,Body
..........................................................................................................................................,9.960000038146973,1,0,1.0,0.248,0,0.0,138,0,0,153.739990234375,1,Body
........................................................................................................................................,9.960000038146973,1,0,1.0,0.257,0,0.0,136,0,0,171.14013671875,1,Body
............................................................................,9.960000038146973,1,0,1.0,0.528,1,0.0,76,0,0,188.6597900390625,1,Body
...............................................................,9.960000038146973,1,0,1.0,0.586,0,0.0,63,0,0,206.179443359375,1,Body
